"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen1_0001",980,8,0,1,1,1,0,1,1,0,0,0,1,0,1
"gen1_0002",277,17.3,1,1,1,1,1,1,1,0,1,0,1,0,0
"gen1_0003",147,12.4,0,1,1,0,0,1,1,0,0,1,0,1,1
"gen1_0004",88,24.9,0,1,0,0,0,0,1,1,1,0,1,0,0
"gen1_0005",113,21.5,0,1,1,0,0,0,1,0,0,1,1,1,1
"gen1_0006",998,9.4,0,0,0,0,0,0,1,1,0,1,1,1,0
"gen1_0007",328,5,0,1,0,0,1,0,1,1,1,1,0,1,0
"gen1_0008",870,15.6,1,0,1,0,0,1,1,0,1,0,0,0,1
"gen1_0009",59,6,1,1,0,0,0,0,1,1,1,0,1,1,1
"gen1_0010",334,8.5,0,0,1,0,0,0,1,0,0,0,0,0,0
"gen1_0011",954,2.7,0,0,0,0,1,0,1,1,1,0,0,1,1
"gen1_0012",256,0.9,1,0,1,1,0,1,1,1,0,0,0,1,1
"gen1_0013",66,22.6,0,1,0,0,1,1,1,0,1,1,0,0,0
"gen1_0014",440,0.3,0,0,1,1,0,1,1,0,1,1,1,1,1
"gen1_0015",627,18.8,0,0,1,1,0,1,1,0,1,0,0,1,0
"gen1_0016",518,10.8,0,1,0,1,0,0,1,0,0,0,0,1,0
"gen1_0017",881,15.9,0,0,1,0,0,1,1,0,1,0,0,1,0
"gen1_0018",616,18.5,1,0,1,1,0,1,1,0,1,0,0,0,1
"gen1_0019",795,0.5,0,1,1,1,0,1,1,0,0,1,1,0,1
"gen1_0020",625,7.8,0,0,1,1,0,1,1,0,1,0,1,1,1
"gen1_0021",505,6.9,1,0,1,1,0,1,1,1,0,0,1,0,1
"gen1_0022",731,2,0,1,1,1,0,1,1,0,0,0,0,1,1
"gen1_0023",557,10.1,0,1,0,1,0,0,1,0,0,1,1,1,1
"gen1_0024",74,22.2,0,1,1,0,0,0,1,0,0,0,0,1,0
"gen1_0025",437,8.6,0,0,1,0,0,0,1,0,0,1,1,1,0
"gen1_0026",337,0.2,0,0,1,1,0,1,1,0,1,0,0,0,1
"gen1_0027",315,12.8,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen1_0028",290,9.5,1,1,1,0,1,1,1,0,1,0,1,0,0
"gen1_0029",459,1.3,0,0,1,1,0,1,1,0,0,0,1,1,0
"gen1_0030",499,9.8,0,1,0,1,0,0,1,0,1,1,0,1,1
"gen1_0031",33,13.9,0,1,1,0,0,0,1,0,0,0,1,0,1
"gen1_0032",999,15.6,0,1,1,1,0,1,1,0,0,1,1,1,1
"gen1_0033",761,22.6,0,1,0,0,0,0,1,1,0,0,1,1,0
"gen1_0034",325,11.7,0,0,0,0,0,0,1,1,1,1,1,0,0
"gen1_0035",932,17.2,1,1,1,0,0,1,1,0,1,0,1,1,1
"gen1_0036",51,19.9,0,0,1,0,0,0,1,0,0,1,0,0,1
"gen1_0037",264,18.7,0,0,1,1,1,1,1,0,1,1,1,0,0
"gen1_0038",453,-1.1,1,1,1,1,0,1,1,0,1,0,1,1,1
"gen1_0039",41,17.1,0,0,0,0,1,1,1,1,1,0,0,0,1
"gen1_0040",979,8.2,0,1,0,0,1,0,1,0,1,1,0,1,0
"gen1_0041",274,19.1,1,1,1,1,1,1,1,0,0,0,1,0,0
"gen1_0042",116,19.7,0,1,1,0,0,0,1,0,1,1,1,1,1
"gen1_0043",374,3.6,1,0,0,0,0,0,1,0,1,1,1,1,1
"gen1_0044",125,2.7,0,1,1,1,0,1,1,1,1,0,1,1,1
"gen1_0045",320,6.7,0,1,0,1,1,0,1,1,0,1,0,1,0
"gen1_0046",526,9.1,0,1,0,0,0,0,1,0,1,0,0,1,0
"gen1_0047",633,17.8,1,0,1,1,1,1,1,0,1,0,0,0,0
"gen1_0048",271,18.3,0,1,1,1,0,1,1,0,1,0,1,1,0
"gen1_0049",65,15.7,1,1,0,0,0,0,1,1,1,0,1,0,1
"gen1_0050",82,15.2,0,1,0,0,0,0,1,1,1,0,1,1,0
"gen1_0051",893,10.6,0,0,0,0,0,1,1,0,0,0,1,1,0
"gen1_0052",975,14.4,1,0,1,0,0,0,1,1,1,1,0,0,1
"gen1_0053",62,6.3,1,1,0,0,0,0,1,0,1,1,0,0,0
"gen1_0054",63,22.3,0,1,0,0,1,1,1,1,1,0,1,1,1
"gen1_0055",999,7.9,0,1,0,0,0,1,1,0,0,0,1,1,1
"gen1_0056",979,9.5,0,0,1,1,0,0,1,1,0,1,1,0,0
"gen1_0057",349,12.2,0,0,1,0,1,0,1,1,0,0,1,1,1
"gen1_0058",718,12,0,1,0,0,0,0,1,0,1,1,0,1,1
"gen1_0059",559,5.1,0,0,1,0,1,0,1,1,1,1,0,0,1
"gen1_0060",639,15.5,1,1,0,0,0,1,1,0,1,0,0,1,0
"gen1_0061",127,25,0,1,0,0,0,0,1,1,1,1,0,0,0
"gen1_0062",289,3.2,0,1,0,0,1,0,1,1,1,0,1,1,0
"gen1_0063",552,6.3,1,1,1,1,0,1,1,0,0,0,1,0,1
"gen1_0064",487,7.7,0,1,0,0,0,0,1,1,1,0,1,1,1
