"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen3_0001",277,12.9,1,1,1,1,1,1,1,0,0,0,0,1,0
"gen3_0002",980,8,1,1,1,1,0,1,1,1,0,0,1,0,1
"gen3_0003",920,7.1,0,1,0,1,0,1,1,1,1,0,1,0,1
"gen3_0004",918,7.1,0,1,1,1,0,1,1,1,0,0,1,0,1
"gen3_0005",565,14.9,1,0,1,1,0,1,1,1,0,0,1,0,1
"gen3_0006",552,6.3,1,1,1,1,0,1,1,1,0,0,0,0,1
"gen3_0007",505,6.9,1,1,1,1,0,1,0,1,0,0,1,0,1
"gen3_0008",311,11.1,1,1,0,1,0,1,1,1,1,0,1,1,1
"gen3_0009",290,10.5,1,0,1,0,1,0,1,1,0,1,1,0,0
"gen3_0010",788,7.2,1,1,1,1,0,1,1,0,0,0,1,0,1
"gen3_0011",211,15.3,0,1,1,1,0,1,1,1,0,1,1,0,0
"gen3_0012",290,9.5,1,1,1,0,1,1,1,0,0,1,1,0,0
"gen3_0013",154,9.9,0,0,1,1,1,0,1,1,0,0,0,0,1
"gen3_0014",61,13.6,0,1,1,0,1,1,1,0,0,1,1,0,0
"gen3_0015",506,9.5,0,0,1,1,0,0,1,1,0,1,1,0,0
"gen3_0016",499,9.3,0,0,1,1,0,0,1,1,1,1,1,0,0
"gen3_0017",946,8.1,0,1,1,1,0,1,1,1,0,1,1,0,1
"gen3_0018",540,9.4,0,0,0,1,0,0,1,1,0,0,1,0,0
"gen3_0019",376,15.6,0,1,1,1,0,1,1,1,0,0,1,1,0
"gen3_0020",815,7.7,0,1,1,1,0,1,1,1,0,1,1,0,1
"gen3_0021",681,7.1,1,1,1,1,1,1,1,1,0,0,1,0,1
"gen3_0022",791,6.3,0,1,1,1,0,1,1,1,0,0,1,0,1
"gen3_0023",129,9.6,0,1,1,1,1,1,1,1,0,0,0,0,1
"gen3_0024",210,7.2,1,0,1,1,0,0,1,1,0,0,1,0,1
"gen3_0025",82,12.9,0,1,1,0,1,1,1,0,0,0,1,1,0
"gen3_0026",256,13.6,1,1,1,1,1,0,1,0,0,1,1,0,0
"gen3_0027",282,9.7,0,0,1,1,0,1,1,1,0,1,1,0,0
"gen3_0028",514,10.3,0,0,1,0,1,1,1,1,0,1,1,0,0
"gen3_0029",465,9.1,0,0,1,1,0,0,1,1,0,0,1,0,1
"gen3_0030",999,8.2,0,1,1,1,0,0,0,1,0,1,1,0,0
"gen3_0031",366,9.6,0,1,1,1,1,1,1,0,0,0,1,1,1
"gen3_0032",891,-6.2,1,1,1,1,0,1,1,0,0,0,1,0,0
"gen3_0033",351,7,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen3_0034",478,12.2,1,1,1,1,0,1,1,0,0,0,1,1,1
"gen3_0035",925,-9.2,0,1,1,0,0,1,1,1,0,1,1,0,0
"gen3_0036",283,7,1,1,1,1,1,1,1,1,0,0,1,0,1
"gen3_0037",71,11.6,0,0,1,1,1,1,1,1,0,0,1,0,0
"gen3_0038",144,11.9,0,1,1,0,1,0,1,0,0,1,1,0,1
"gen3_0039",669,9.2,0,1,1,1,0,1,0,1,0,1,1,1,1
"gen3_0040",462,13.2,0,1,1,1,0,1,1,1,0,0,1,0,1
"gen3_0041",904,7.3,1,0,1,1,0,1,1,1,0,0,1,0,1
"gen3_0042",579,7.6,0,1,1,1,0,1,1,1,0,0,0,0,1
"gen3_0043",402,13,1,0,0,1,1,1,1,0,0,1,1,0,1
"gen3_0044",915,8.4,0,1,1,0,0,1,1,0,0,1,1,0,0
"gen3_0045",608,7.9,0,0,1,1,0,1,1,0,0,0,1,0,1
"gen3_0046",897,7.9,1,1,1,1,0,1,1,1,0,0,1,0,1
"gen3_0047",248,9.8,0,0,1,1,1,1,1,0,0,0,1,0,1
"gen3_0048",196,9.6,1,1,1,0,1,0,1,0,1,1,0,1,0
"gen3_0049",624,16.1,0,0,1,1,0,1,1,1,0,0,1,0,0
"gen3_0050",802,9.4,0,1,1,1,0,0,1,1,0,0,1,0,1
"gen3_0051",953,8.5,0,0,0,1,0,1,1,1,0,1,1,0,1
"gen3_0052",464,7.9,0,0,1,1,0,0,1,1,1,0,1,0,0
"gen3_0053",508,9.2,1,0,1,0,0,1,1,1,0,0,1,0,1
"gen3_0054",334,7.6,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen3_0055",493,12.9,0,1,1,1,1,0,1,0,0,1,1,1,0
"gen3_0056",426,9.3,0,0,1,1,0,1,1,0,0,0,1,0,0
"gen3_0057",902,13.4,0,1,1,1,1,0,1,0,0,1,0,0,0
"gen3_0058",160,10.1,0,1,1,0,1,1,1,1,0,0,1,0,1
"gen3_0059",923,7.8,0,1,1,0,1,1,1,1,1,1,1,0,0
"gen3_0060",58,12.9,0,0,1,1,0,1,1,0,0,0,1,0,1
"gen3_0061",82,12.7,1,0,1,1,0,0,1,0,0,1,0,0,0
"gen3_0062",485,10.4,0,0,1,0,1,1,1,1,0,1,0,1,0
"gen3_0063",407,10.5,1,1,1,1,0,1,1,1,0,0,1,0,0
"gen3_0064",206,11.3,0,1,1,0,1,1,1,0,0,1,1,0,1
