"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen18_0001",0.505277,0.060625,0.066369,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0002",0.435564,0.061925,0.065799,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0003",0.502725,0.060684,0.066625,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0004",0.421241,0.061495,0.065492,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0005",0.467226,0.060251,0.058393,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0006",0.432466,0.060456,0.056871,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0007",0.502695,0.060994,0.067819,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0008",0.518147,0.061915,0.065956,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0009",0.494803,0.061518,0.067779,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0010",0.412334,0.064025,0.066747,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0011",0.403581,0.062521,0.067177,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0012",0.546647,0.061739,0.065209,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0013",0.514071,0.062724,0.066814,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0014",0.540534,0.061201,0.067833,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0015",0.583845,0.060829,0.066527,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0016",0.547201,0.060338,0.052046,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0017",0.552724,0.060541,0.056774,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0018",0.578322,0.060626,0.061799,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0019",0.502544,0.060918,0.067257,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0020",0.505428,0.060701,0.066931,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0021",0.45615,0.060391,0.058294,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0022",0.443542,0.060316,0.05697,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0023",0.399208,0.062231,0.066248,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0024",0.52252,0.062205,0.066885,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0025",0.403823,0.063551,0.066858,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0026",0.412092,0.062995,0.067066,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0027",0.528034,0.061739,0.065765,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0028",0.53676,0.061915,0.0654,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0029",0.501253,0.061015,0.067821,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0030",0.496245,0.061497,0.067777,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0031",0.512792,0.060944,0.067216,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0032",0.530467,0.060941,0.067242,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0033",0.507266,0.062499,0.067899,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0034",0.5095,0.061219,0.066734,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0035",0.546717,0.06184,0.065258,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0036",0.518077,0.061814,0.065907,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0037",0.437187,0.060942,0.06715,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0038",0.469089,0.062573,0.067846,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0039",0.495391,0.061023,0.056892,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0040",0.455222,0.061348,0.065935,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0041",0.527328,0.060599,0.065707,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0042",0.524596,0.061765,0.065871,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0043",0.506936,0.060587,0.06227,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0044",0.545542,0.060376,0.056145,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0045",0.559259,0.060937,0.067161,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0046",0.56512,0.061093,0.067199,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0047",0.442835,0.060428,0.063834,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0048",0.503702,0.062752,0.059851,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0049",0.463975,0.061153,0.068207,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0050",0.509025,0.060504,0.056497,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0051",0.525451,0.061922,0.065896,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0052",0.42826,0.061918,0.065859,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0053",0.536157,0.061611,0.067027,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0054",0.505293,0.061646,0.065961,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0055",0.463978,0.061222,0.066434,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0056",0.459958,0.061267,0.066877,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0057",0.461932,0.060442,0.066517,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0058",0.446926,0.062704,0.067029,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0059",0.516356,0.062445,0.065989,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0060",0.515862,0.062194,0.066781,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0061",0.537327,0.061441,0.058282,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0062",0.476546,0.060549,0.06532,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0063",0.47524,0.060541,0.059048,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen18_0064",0.452029,0.061433,0.065602,0,1,0,1,1,0,1,1,1,1,0,0,1
