"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen17_0001",0.501427,0.060749,0.064627,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0002",0.435564,0.061925,0.065799,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0003",0.441476,0.060184,0.066996,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0004",0.502695,0.060994,0.067819,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0005",0.472137,0.061666,0.067743,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0006",0.412334,0.064025,0.066747,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0007",0.546647,0.061739,0.065209,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0008",0.58786,0.060615,0.066526,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0009",0.540923,0.061501,0.067882,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0010",0.590674,0.061149,0.065398,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0011",0.602705,0.062707,0.067465,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0012",0.755218,0.061469,0.068427,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0013",0.51814,0.060269,0.064602,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0014",0.468414,0.057075,0.066405,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0015",0.467174,0.058393,0.066512,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0016",0.432127,0.060249,0.049593,0,1,0,1,1,1,1,1,1,1,0,0,1
"gen17_0017",0.540534,0.061201,0.067833,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0018",0.503084,0.061294,0.067868,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0019",0.493835,0.059985,0.066983,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0020",0.476034,0.059402,0.067348,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0021",0.446427,0.060243,0.065119,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0022",0.496476,0.06069,0.066504,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0023",0.502725,0.060684,0.066625,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0024",0.505372,0.05921,0.067769,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0025",0.48975,0.05939,0.066546,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0026",0.518347,0.060504,0.067848,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0027",0.507818,0.060216,0.066505,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0028",0.480305,0.061707,0.0657,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0029",0.519887,0.06026,0.0661,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0030",0.465427,0.058402,0.065014,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0031",0.554478,0.0599,0.067614,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0032",0.667914,0.059962,0.067325,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0033",0.403014,0.063839,0.067335,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0034",0.550243,0.061687,0.067294,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0035",0.588528,0.060923,0.065877,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0036",0.590006,0.060841,0.066047,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0037",0.514071,0.062724,0.066814,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0038",0.500968,0.064008,0.067398,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0039",0.505277,0.060625,0.066369,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0040",0.518147,0.061915,0.065956,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0041",0.613475,0.063715,0.06724,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0042",0.401564,0.063017,0.066972,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0043",0.456483,0.059146,0.066233,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0044",0.447495,0.059854,0.065971,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0045",0.547201,0.060338,0.052046,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0046",0.472786,0.060526,0.064073,0,1,0,1,1,1,1,1,1,1,0,0,1
"gen17_0047",0.432466,0.060456,0.056871,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0048",0.587521,0.060408,0.059248,0,1,0,1,1,1,1,1,1,1,0,0,1
"gen17_0049",0.403581,0.062521,0.067177,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0050",0.511448,0.062498,0.067389,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0051",0.421241,0.061495,0.065492,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0052",0.604997,0.061579,0.065705,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0053",0.475426,0.060781,0.065449,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0054",0.467477,0.060152,0.066174,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0055",0.471189,0.058179,0.066511,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0056",0.583845,0.060829,0.066527,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0057",0.483041,0.060267,0.055802,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen17_0058",0.467226,0.060251,0.058393,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0059",0.48922,0.061046,0.066048,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0060",0.480621,0.056778,0.064984,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0061",0.7264,0.062246,0.068452,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0062",0.631523,0.06193,0.06744,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0063",0.494803,0.061518,0.067779,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen17_0064",0.480029,0.061142,0.067783,0,1,0,1,1,0,1,1,1,1,0,0,1
