"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen7_0001",0.380298,0.067024,0.034737,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen7_0002",-0.202441,0.066806,0.028422,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen7_0003",-0.146512,0.064543,0.644413,1,0,0,1,0,1,1,0,1,1,1,0,1
"gen7_0004",-0.142243,0.052687,0.03531,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen7_0005",0.381496,0.94428,0.035269,1,0,0,1,1,1,1,1,1,1,1,1,1
"gen7_0006",-0.10821,0.058702,0.035286,1,0,1,1,1,1,1,1,1,1,0,1,0
"gen7_0007",-0.155895,0.397006,0.034964,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0008",0.477685,0.062418,0.071914,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen7_0009",0.459348,0.401361,0.149424,1,1,0,1,1,0,1,0,1,1,0,0,1
"gen7_0010",-0.186095,0.063496,0.027577,1,0,1,0,1,1,1,1,1,1,0,0,0
"gen7_0011",-0.127875,0.077928,0.090524,1,1,1,1,1,0,1,1,1,1,0,0,1
"gen7_0012",0.340858,0.087569,0.103137,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen7_0013",-0.252743,0.078177,0.090273,1,1,0,1,1,0,1,1,1,1,0,0,0
"gen7_0014",1.069078,0.073072,0.09223,1,0,0,1,1,0,1,1,1,1,1,0,1
"gen7_0015",-0.184607,0.035033,0.039125,0,0,1,1,1,1,1,1,1,1,1,1,0
"gen7_0016",-0.126087,0.074449,0.095377,1,1,0,1,1,0,1,1,1,1,0,1,0
"gen7_0017",1.186017,0.070207,0.057974,1,0,0,1,1,0,1,1,1,1,1,1,1
"gen7_0018",-0.272834,0.067339,0.640444,1,0,0,1,1,0,1,1,1,1,0,0,1
"gen7_0019",0.258389,0.080975,0.158141,1,1,1,1,1,0,1,1,0,1,0,0,1
"gen7_0020",-0.170274,0.544801,0.084265,1,1,0,1,1,0,1,1,1,1,0,0,0
"gen7_0021",0.277172,0.059732,0.045849,0,0,1,1,1,1,1,1,0,1,1,1,0
"gen7_0022",0.015906,0.057283,0.06519,0,0,1,0,1,1,1,1,1,1,0,1,0
"gen7_0023",1.078526,0.073337,0.09551,1,0,0,1,1,0,1,1,1,1,1,1,1
"gen7_0024",-0.135535,0.074184,0.092097,1,1,0,1,1,0,1,1,1,1,0,0,0
"gen7_0025",0.390879,0.065282,0.030347,1,0,0,1,1,1,1,1,1,1,0,0,0
"gen7_0026",-3.412358,0.065238,0.031967,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen7_0027",-0.212952,0.077835,0.093021,1,1,0,1,1,0,1,1,1,1,0,1,0
"gen7_0028",-0.165878,0.074791,0.092629,1,1,0,1,1,0,1,1,1,1,0,0,0
"gen7_0029",-0.256247,0.079934,0.066728,1,1,0,1,1,0,1,1,1,1,1,1,0
"gen7_0030",0.807927,0.05284,0.06267,0,0,1,1,1,1,1,1,1,1,1,0,0
"gen7_0031",-1.725521,0.06702,0.02907,0,1,0,1,1,1,1,0,1,1,0,1,0
"gen7_0032",-0.147231,0.06681,0.034089,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen7_0033",1.034012,0.070616,0.094039,1,1,0,1,1,0,1,1,1,1,0,1,1
"gen7_0034",-0.120829,0.06693,0.033155,1,0,0,1,1,0,1,1,1,1,1,0,1
"gen7_0035",-0.175674,0.058032,0.028017,0,1,0,1,1,1,1,1,1,1,1,1,0
"gen7_0036",-0.16901,0.122099,0.035715,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen7_0037",0.038625,0.168028,0.086346,1,1,0,1,0,0,1,1,1,1,0,1,0
"gen7_0038",0.218282,0.087729,0.0915,0,1,0,1,1,0,1,1,1,1,0,1,1
"gen7_0039",0.38737,0.08455,0.132069,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen7_0040",0.431173,0.065437,0.091978,0,0,0,1,1,0,1,1,0,1,0,1,0
"gen7_0041",-0.044747,0.089529,0.115932,1,1,0,1,1,1,1,0,1,1,0,1,0
"gen7_0042",0.183164,0.064846,0.064623,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen7_0043",-0.15912,0.064325,0.051802,1,1,0,1,1,0,1,1,1,1,1,0,0
"gen7_0044",-0.173487,0.063714,0.03525,0,0,0,1,1,1,1,1,1,1,0,0,1
"gen7_0045",0.239752,0.088066,0.123856,1,1,1,1,1,0,1,1,1,1,0,1,0
"gen7_0046",0.077353,0.051755,0.060878,1,1,0,1,1,1,1,1,1,1,1,0,1
"gen7_0047",-0.199117,0.064538,0.030321,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen7_0048",-0.159219,0.066742,0.033065,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen7_0049",-0.159401,0.064183,0.065411,0,0,1,1,1,0,1,1,0,1,1,1,0
"gen7_0050",0.490574,0.062778,0.065978,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen7_0051",-0.197975,0.074319,0.094677,0,1,1,1,1,0,1,1,0,1,0,0,0
"gen7_0052",0.15432,0.070415,0.024269,1,1,0,1,1,1,0,1,1,1,0,1,1
"gen7_0053",-0.164401,0.058728,0.028967,0,0,0,1,1,1,0,1,1,1,0,0,0
"gen7_0054",-0.129904,0.06347,0.033896,1,0,1,1,1,0,1,1,1,1,0,1,0
"gen7_0055",-0.132058,0.071072,0.021543,0,1,1,1,1,0,1,1,1,1,0,0,1
"gen7_0056",-0.142329,0.071399,0.059841,1,1,0,1,1,0,1,1,1,1,1,0,1
"gen7_0057",0.38152,0.078557,0.034692,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen7_0058",0.380274,0.079233,0.035314,1,1,1,1,1,1,1,0,1,1,1,1,1
"gen7_0059",0.256407,0.0857,0.046096,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen7_0060",-0.002786,0.082994,0.079697,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen7_0061",-0.201047,0.064288,0.031336,0,0,0,1,1,0,1,1,1,1,0,1,1
"gen7_0062",0.638948,0.066992,0.03205,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen7_0063",0.129652,0.065312,0.516526,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen7_0064",0.094751,0.066186,0.034781,1,1,0,1,1,0,1,1,1,1,0,1,1
