"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen16_0001",0.441476,0.060184,0.066996,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen16_0002",0.419744,0.645554,0.59548,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen16_0003",0.412334,0.064025,0.066747,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen16_0004",0.540923,0.061501,0.067882,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen16_0005",0.466898,0.064794,0.068669,0,1,0,1,1,1,1,1,0,1,0,0,1
"gen16_0006",0.51814,0.060269,0.064602,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen16_0007",0.739105,0.061346,0.069174,0,1,1,1,1,0,1,1,1,1,0,0,1
"gen16_0008",0.467174,0.058393,0.066512,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen16_0009",0.478035,0.05841,0.066667,1,1,0,0,1,0,1,0,1,1,1,0,1
"gen16_0010",0.432127,0.060249,0.049593,0,1,0,1,1,1,1,1,1,1,0,0,1
"gen16_0011",0.452203,0.061632,0.065007,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen16_0012",0.463769,0.064066,0.065049,1,1,0,1,0,0,1,1,1,1,0,0,1
"gen16_0013",0.468138,0.058611,0.06758,1,1,0,1,1,0,1,1,0,1,0,0,1
"gen16_0014",0.480274,0.05875,0.067828,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen16_0015",0.440229,0.057198,0.068219,1,1,0,1,1,0,0,0,1,1,0,0,1
"gen16_0016",0.465645,0.064067,0.065504,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen16_0017",0.42856,0.063819,0.065778,0,1,0,1,1,0,1,1,1,1,0,0,0
"gen16_0018",0.456829,0.06326,0.066361,1,1,0,1,1,0,1,1,1,0,0,0,1
"gen16_0019",0.469752,0.061552,0.583949,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen16_0020",0.47742,0.061992,0.068082,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen16_0021",0.755218,0.061469,0.068427,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen16_0022",0.608636,0.061509,0.065754,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen16_0023",0.451181,0.058684,0.065242,1,1,1,1,1,0,1,1,1,1,0,0,1
"gen16_0024",0.468196,0.061341,0.066277,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen16_0025",0.470389,0.060477,0.067715,1,1,0,1,1,0,1,1,1,1,0,0,0
"gen16_0026",0.946173,0.06234,0.065617,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen16_0027",0.458118,0.060366,0.067032,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen16_0028",0.462223,0.059877,0.065555,1,1,0,1,1,0,1,1,0,1,0,0,1
