"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen4_0001",0.459348,0.087134,0.149424,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen4_0002",-0.124615,0.086308,0.084473,0,0,1,1,1,0,1,1,0,1,0,1,1
"gen4_0003",-0.148839,0.071727,0.089509,0,0,1,1,1,0,1,1,0,0,0,1,0
"gen4_0004",-0.016708,0.284988,0.085085,1,0,1,0,1,0,1,1,1,1,1,0,1
"gen4_0005",-0.172291,0.149089,0.105687,1,0,0,0,0,1,1,1,0,1,1,1,0
"gen4_0006",-0.3597,0.105274,0.022128,1,1,0,1,0,1,1,1,1,1,1,1,0
"gen4_0007",-0.236629,0.051175,0.128645,1,0,0,1,0,0,1,1,1,1,0,1,1
"gen4_0008",-0.270209,0.074526,0.200032,1,1,0,1,1,0,1,1,1,1,0,1,1
"gen4_0009",0.555833,0.234028,0.075699,1,1,0,1,0,0,1,1,1,0,1,0,0
"gen4_0010",-0.121325,0.112804,0.225523,0,1,0,1,1,1,1,1,1,1,0,1,1
"gen4_0011",-0.133351,0.011073,0.099731,0,1,0,1,0,0,1,1,1,1,0,1,1
"gen4_0012",-0.174842,0.13277,0.162708,0,0,0,1,1,0,1,1,0,1,1,0,1
"gen4_0013",-0.2264,0.236434,0.142843,1,1,0,1,0,0,1,1,1,0,0,0,0
"gen4_0014",0.344056,0.268626,0.158047,0,0,0,1,0,1,1,1,0,0,0,0,1
"gen4_0015",-0.190218,0.258079,0.186791,1,0,0,1,0,0,1,1,0,1,0,0,0
"gen4_0016",-0.151978,0.209257,0.114543,0,0,0,1,0,0,1,1,0,0,1,0,0
"gen4_0017",-0.120244,0.117823,0.182157,0,0,0,1,1,0,1,1,0,1,0,0,1
"gen4_0018",-0.663304,0.127751,0.206074,0,1,0,1,1,0,1,1,1,1,1,1,1
"gen4_0019",0.220731,0.54592,0.104153,0,1,0,1,0,0,1,1,1,1,1,0,0
"gen4_0020",0.105266,0.086936,0.145002,0,1,0,1,0,0,1,1,1,1,0,1,1
"gen4_0021",-0.21523,0.048023,0.184399,1,0,0,1,0,0,1,1,1,1,0,1,1
"gen4_0022",-0.142724,0.115956,0.899232,0,1,0,1,0,0,1,1,1,1,0,1,1
"gen4_0023",0.093655,0.257847,0.109925,1,0,0,1,0,0,1,1,1,1,0,0,0
"gen4_0024",0.27196,0.23426,0.152565,1,1,0,1,0,0,1,1,1,0,1,0,0
"gen4_0025",-0.062955,0.125341,0.137247,1,0,0,1,1,1,1,1,0,1,0,0,1
"gen4_0026",0.635161,0.110882,0.759919,1,1,0,1,0,0,1,1,1,1,1,1,0
