"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen9_0001",0.385691,0.067122,0.03038,1,0,0,1,1,1,1,1,1,1,0,1,0
"gen9_0002",0.242448,0.081705,0.043768,0,1,0,1,1,0,1,1,1,1,0,0,0
"gen9_0003",0.012981,0.064468,0.030348,1,1,0,1,1,1,1,1,0,1,0,0,1
"gen9_0004",0.078855,0.051168,0.300908,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen9_0005",0.545853,0.067017,0.034723,1,1,1,0,1,1,1,1,1,1,0,0,0
"gen9_0006",0.807927,0.05284,0.06267,0,0,1,0,1,1,0,1,1,1,1,0,0
"gen9_0007",0.638948,0.066992,0.03205,1,0,0,1,1,1,1,1,1,1,0,1,1
"gen9_0008",0.470837,0.060064,0.090697,1,1,0,1,1,1,1,1,1,1,1,0,1
"gen9_0009",0.455276,0.064941,0.071558,0,1,0,1,0,1,1,1,1,0,0,1,0
"gen9_0010",-0.063944,0.081224,0.451052,0,1,0,1,1,1,1,1,1,1,0,0,0
"gen9_0011",0.640528,0.232033,0.06422,1,1,0,1,1,0,1,1,1,1,0,1,1
"gen9_0012",0.38152,0.078557,0.987773,1,1,0,0,1,1,1,1,1,1,0,1,0
"gen9_0013",0.300978,0.062371,0.105485,0,1,0,1,1,1,1,1,1,1,0,0,1
"gen9_0014",0.205573,0.062323,0.064979,0,0,1,1,1,0,0,1,1,1,0,0,0
"gen9_0015",-0.013301,0.06702,0.034936,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen9_0016",0.214825,0.068476,0.091135,1,1,0,1,1,1,1,0,1,1,0,0,1
"gen9_0017",0.684278,0.061097,0.062044,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen9_0018",0.669502,0.05876,0.035349,0,1,1,1,1,1,1,1,1,1,0,0,0
"gen9_0019",0.289904,0.07148,0.034448,0,0,0,1,1,1,1,1,1,1,0,0,0
"gen9_0020",0.2851,0.076736,0.036193,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen9_0021",0.251711,0.062353,0.066904,0,0,0,1,1,0,1,1,1,1,0,0,1
"gen9_0022",0.25484,0.062341,0.10356,0,1,1,1,1,1,1,1,1,1,0,0,1
"gen9_0023",0.221981,0.065102,0.09473,1,0,0,1,1,0,1,1,1,1,0,0,1
"gen9_0024",0.293822,0.065745,0.454029,0,1,0,1,1,1,1,1,1,1,0,1,1
"gen9_0025",0.401129,0.064784,0.074466,1,1,0,1,1,1,1,1,1,0,0,0,0
"gen9_0026",0.435667,0.078714,0.031784,0,1,0,1,1,1,1,1,1,1,0,0,0
"gen9_0027",0.199114,0.476974,0.078981,1,0,1,1,1,1,1,1,0,1,1,0,1
"gen9_0028",0.477296,0.060359,0.076695,0,1,0,1,1,0,1,1,1,1,0,0,0
"gen9_0029",0.004957,0.064377,0.035015,1,1,0,1,1,1,1,1,1,1,0,0,0
"gen9_0030",-0.005277,0.067111,0.030269,1,0,1,1,1,1,1,1,0,1,0,1,1
"gen9_0031",0.232811,0.057789,0.062377,1,1,0,1,1,0,1,1,1,1,0,1,1
"gen9_0032",0.486572,0.055686,0.062659,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen9_0033",0.215715,0.063992,0.066118,1,1,0,1,1,1,1,1,1,1,1,0,1
"gen9_0034",0.437794,0.062783,0.02845,1,1,0,1,1,0,1,1,1,1,0,1,0
"gen9_0035",0.315324,0.068157,0.091163,0,1,0,1,1,1,1,1,1,0,1,1,1
"gen9_0036",0.354777,0.06526,0.07153,1,0,0,1,1,0,1,1,1,1,0,0,0
"gen9_0037",0.025879,0.075201,0.03731,0,1,0,1,0,0,1,1,1,1,0,0,0
"gen9_0038",-0.041097,0.073043,0.036217,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen9_0039",0.382347,0.079354,0.083662,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen9_0040",0.213998,0.067679,0.042165,1,1,0,0,1,1,1,1,1,1,0,1,0
"gen9_0041",0.487746,0.070709,0.768837,0,1,0,1,1,1,1,1,1,1,0,0,0
"gen9_0042",-2.39235,0.077532,0.386901,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen9_0043",0.199395,0.066783,0.055545,1,0,0,1,1,1,1,1,1,1,0,0,1
"gen9_0044",0.028411,0.066161,0.065938,1,1,0,1,1,0,1,1,1,1,0,0,0
"gen9_0045",0.566044,0.062791,0.053241,1,0,0,1,1,0,1,1,1,1,0,1,0
"gen9_0046",0.185382,0.066549,0.423643,0,1,1,1,1,0,1,1,1,1,0,0,1
"gen9_0047",0.298922,0.066554,0.034134,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen9_0048",0.259912,0.064931,0.030937,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen9_0049",0.018281,0.063113,0.052556,1,1,0,0,1,1,1,1,1,1,0,0,1
"gen9_0050",0.073555,0.052523,0.037772,1,0,0,1,1,0,1,1,1,1,0,1,1
"gen9_0051",0.32991,0.072763,0.052563,0,1,0,1,1,1,1,1,1,0,0,0,0
"gen9_0052",0.061422,0.073402,0.057586,0,1,0,1,0,1,1,1,1,1,0,1,0
"gen9_0053",0.061058,0.062507,0.047573,0,0,0,1,1,0,1,1,1,1,0,0,1
"gen9_0054",0.157496,0.064284,0.047754,1,1,1,1,0,1,1,1,1,1,1,0,1
"gen9_0055",0.469849,0.065091,0.079225,0,0,0,1,1,0,1,1,1,0,0,1,0
"gen9_0056",0.200252,0.068326,0.083468,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen9_0057",-2.145718,0.056321,0.083447,0,1,1,1,1,1,1,1,1,1,0,0,1
"gen9_0058",0.244313,0.057218,0.082854,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen9_0059",0.162095,0.053139,0.064279,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen9_0060",0.122333,0.060352,0.061516,1,1,1,1,1,0,0,1,1,1,0,0,1
"gen9_0061",0.201569,0.47549,0.069567,0,1,0,1,1,1,1,1,1,1,1,0,0
"gen9_0062",0.474841,0.061242,0.086109,1,0,1,1,1,0,1,1,1,1,0,0,1
"gen9_0063",0.432154,0.065837,0.080346,1,0,0,1,1,1,1,0,1,1,0,0,1
"gen9_0064",0.507772,0.063526,0.057189,0,1,0,1,1,1,1,1,1,0,0,1,0
