"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen0_001",-0.822214,0.548369,0.478143,0,1,1,1,1,0,0,0,0,0,1,0,1
"gen0_002",-2.118819,0.586509,0.313273,1,0,0,1,0,0,1,0,1,0,0,1,1
"gen0_003",-2.104789,0.442748,0.905756,0,0,0,0,0,0,1,0,0,1,1,1,1
"gen0_004",0.206631,0.783528,0.028331,0,1,0,1,0,0,1,1,0,1,1,0,1
"gen0_005",-3.230951,0.1178,0.350379,1,1,1,1,0,1,1,0,1,0,1,1,0
"gen0_006",0.847706,0.180049,0.513564,1,0,1,1,0,1,1,0,1,1,0,1,1
"gen0_007",1.420229,0.133823,0.952942,0,0,1,0,1,0,0,1,0,1,1,1,1
"gen0_008",-2.431101,0.264824,0.388601,0,1,0,0,0,1,1,1,0,0,1,0,1
"gen0_009",-3.379294,0.674792,0.115506,0,1,1,1,0,0,0,0,1,1,1,0,1
"gen0_010",0.30945,0.293751,0.603399,1,1,0,1,0,0,0,1,1,0,0,1,0
"gen0_011",-2.485847,0.414938,0.696495,1,1,1,0,1,0,0,0,1,1,0,1,1
"gen0_012",-1.083885,0.861782,0.497164,1,0,1,0,0,0,0,0,0,1,1,1,0
"gen0_013",-1.456955,0.631814,0.447478,1,1,0,1,1,0,0,1,0,1,1,1,1
"gen0_014",-0.221523,0.718737,0.427512,0,0,0,0,1,0,1,1,1,0,1,1,1
"gen0_015",-0.968595,0.161374,0.798921,1,1,1,0,1,1,0,1,1,0,0,0,1
"gen0_016",-0.20313,0.023855,0.537276,0,0,0,1,1,0,1,1,1,1,0,0,0
"gen0_017",-0.322582,0.107117,0.823564,1,1,0,1,0,1,1,1,0,1,1,0,0
"gen0_018",-3.996442,0.392527,0.590086,1,0,0,1,0,0,1,0,0,1,0,0,1
"gen0_019",-1.305059,0.831743,0.923634,1,1,1,0,1,0,1,0,0,0,0,0,0
"gen0_020",0.783713,0.456864,0.845589,0,1,0,0,0,0,1,1,1,0,1,1,0
"gen0_021",-1.767141,0.90777,0.269027,0,0,0,0,1,0,0,0,1,1,1,0,1
