"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen13_0001",0.46319,0.057899,0.063568,0,1,0,0,1,0,1,1,1,1,0,0,1
"gen13_0002",0.391848,0.057909,0.064579,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen13_0003",0.479927,0.06284,0.055412,0,1,0,1,1,0,1,1,0,1,0,0,1
"gen13_0004",0.463831,0.067675,0.06681,0,1,0,1,1,0,1,1,1,1,0,0,0
"gen13_0005",0.408241,0.067346,0.070327,0,1,0,0,1,0,1,1,1,1,0,0,1
"gen13_0006",0.389501,0.05783,0.065694,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen13_0007",0.500502,0.059202,0.069187,1,1,0,1,1,0,1,1,1,1,1,0,1
"gen13_0008",0.407194,0.057473,0.067233,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen13_0009",0.476275,0.08285,0.05359,0,1,0,1,1,0,0,1,1,1,0,0,1
"gen13_0010",0.491243,0.056643,0.073185,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen13_0011",0.460843,0.05782,0.064683,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0012",0.521354,0.353836,0.064129,0,1,0,1,1,0,1,1,1,1,0,0,0
"gen13_0013",0.508762,0.061597,0.070776,0,1,0,1,1,0,1,1,1,1,0,0,0
"gen13_0014",0.389907,0.057927,0.065546,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen13_0015",0.497196,0.062669,0.073154,0,1,0,0,1,1,1,1,1,1,0,0,0
"gen13_0016",0.513113,0.064448,0.071181,0,1,0,1,1,0,1,1,1,1,0,0,0
"gen13_0017",0.760333,0.062802,0.060431,0,1,0,1,1,1,1,1,1,1,0,0,0
"gen13_0018",0.487617,0.062707,0.068135,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen13_0019",0.441476,0.060184,0.066996,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen13_0020",0.487072,0.058104,0.064366,0,1,0,1,1,0,1,1,1,1,0,0,0
"gen13_0021",0.47824,0.064972,0.070842,0,1,0,1,1,0,1,1,1,1,1,0,1
"gen13_0022",0.498063,0.057375,0.063907,0,1,0,1,1,0,1,1,1,1,0,0,0
"gen13_0023",0.478369,0.368974,0.055318,1,1,0,1,1,0,0,1,1,1,0,0,0
"gen13_0024",0.489149,0.062439,0.071457,0,1,1,1,0,0,1,1,1,1,0,0,1
"gen13_0025",0.436497,0.060864,0.069496,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen13_0026",0.472246,0.571394,0.070018,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen13_0027",0.814168,0.05789,0.063489,0,1,0,1,1,1,0,1,1,1,0,0,0
"gen13_0028",0.432564,0.057839,0.065773,0,1,0,1,1,0,1,0,1,1,0,0,1
"gen13_0029",0.480274,0.05875,0.067828,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen13_0030",0.410135,0.058379,0.066905,1,1,0,0,1,1,1,1,1,1,0,0,1
"gen13_0031",0.43297,0.057909,0.064548,0,1,1,1,1,0,1,1,1,0,0,0,1
"gen13_0032",0.422068,0.057899,0.063599,0,1,0,0,1,0,1,1,1,1,0,0,1
"gen13_0033",0.414925,0.353513,0.066191,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen13_0034",0.475078,0.058302,0.517181,1,1,0,1,1,1,1,1,1,1,0,0,0
"gen13_0035",0.489373,0.05664,0.070893,0,1,0,1,1,0,1,1,1,1,0,0,0
"gen13_0036",0.46506,0.057902,0.06586,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen13_0037",0.408981,0.064227,0.066216,0,1,0,1,1,0,1,1,0,1,0,0,1
"gen13_0038",0.391108,0.061028,0.06869,0,1,0,0,1,0,1,1,1,1,0,0,1
"gen13_0039",0.524619,0.064972,0.065125,0,1,0,1,1,0,1,1,1,1,1,0,1
"gen13_0040",0.460566,0.063518,0.068246,0,1,0,1,1,0,1,1,1,1,0,1,0
