"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen12_0001",737,10.4,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0002",724,10.8,0,1,1,1,1,0,1,1,1,0,0,1,0
"gen12_0003",703,10.7,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen12_0004",596,10.4,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen12_0005",569,10.9,1,0,0,1,1,1,1,1,1,1,0,1,0
"gen12_0006",717,10.7,0,1,0,1,1,1,1,1,1,1,0,0,0
"gen12_0007",897,10.7,0,1,1,1,1,0,1,1,1,1,0,1,1
"gen12_0008",741,10.5,1,1,1,1,1,0,1,1,1,1,0,1,0
"gen12_0009",571,10.5,0,1,1,0,1,0,1,1,1,1,1,1,0
"gen12_0010",708,10.7,1,1,0,1,1,0,1,1,1,1,0,1,0
"gen12_0011",723,11.1,1,1,1,1,1,1,1,0,1,1,0,1,0
"gen12_0012",765,10.8,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen12_0013",621,10.5,0,1,0,0,1,1,1,1,1,1,1,1,0
"gen12_0014",721,0.1,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0015",733,10.9,1,0,0,1,1,1,1,0,1,1,0,1,0
"gen12_0016",574,10.6,0,0,1,1,1,0,1,1,1,1,0,1,0
"gen12_0017",734,10.4,1,0,0,1,1,1,1,1,1,1,0,1,0
"gen12_0018",781,10.9,1,1,0,0,1,1,1,1,1,1,0,1,0
"gen12_0019",823,10.7,0,1,1,1,1,0,1,1,1,1,0,1,1
"gen12_0020",797,11.1,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0021",738,11,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0022",726,10.6,1,1,1,1,1,0,1,1,0,1,0,1,0
"gen12_0023",589,-4.6,0,1,1,1,1,1,1,1,1,1,0,0,0
"gen12_0024",412,10.6,0,0,1,1,1,0,1,1,1,1,0,1,0
"gen12_0025",909,11,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0026",711,10.8,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen12_0027",720,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen12_0028",721,10.8,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen12_0029",733,10.6,1,1,0,1,1,0,1,1,1,1,0,1,0
"gen12_0030",741,4.5,1,0,1,1,1,1,1,1,1,1,0,1,0
"gen12_0031",653,10.6,0,1,0,1,1,1,1,1,1,1,1,1,0
"gen12_0032",733,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen12_0033",738,10.4,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen12_0034",857,10.8,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0035",737,-11.1,0,0,1,1,1,0,1,1,1,1,0,1,0
"gen12_0036",752,10.8,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen12_0037",832,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen12_0038",806,10.5,1,1,1,1,1,0,1,1,1,1,0,1,0
"gen12_0039",723,10.5,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen12_0040",738,10.7,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0041",717,11,0,1,1,1,0,1,1,1,1,1,0,1,1
"gen12_0042",723,10.8,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0043",601,10.6,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0044",694,10.6,0,0,1,1,1,0,1,1,1,1,0,1,0
"gen12_0045",723,10.6,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen12_0046",895,10.7,0,1,1,1,1,1,1,1,0,1,0,1,0
"gen12_0047",559,10.8,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0048",731,10.7,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0049",710,10.7,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0050",715,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen12_0051",212,10.7,0,1,1,1,1,0,1,1,1,1,0,1,1
"gen12_0052",700,10.7,1,1,1,1,1,0,1,1,1,0,0,1,0
"gen12_0053",720,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen12_0054",748,10.8,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen12_0055",709,10.7,1,1,1,1,1,0,1,1,1,1,0,1,0
"gen12_0056",718,10.8,0,0,1,1,1,0,1,1,1,1,0,1,0
"gen12_0057",715,10.7,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen12_0058",705,10.7,0,1,1,1,1,0,1,0,1,1,1,1,1
"gen12_0059",648,11.1,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0060",671,10.4,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen12_0061",712,10.9,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0062",642,10.5,1,0,0,0,1,1,1,1,1,1,1,1,0
"gen12_0063",680,10.7,0,0,0,1,1,0,0,1,1,1,0,1,0
"gen12_0064",324,10.6,0,1,1,1,1,0,1,1,0,1,0,1,0
