"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen16_0001",18,0.210757,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0002",18,0.220162,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0003",29,0.208367,1,1,1,0,1,1,1,1,0,1,1,0,0
"gen16_0004",22,0.197428,1,1,1,0,1,1,1,1,0,0,0,0,0
"gen16_0005",23,0.206867,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0006",17,0.211508,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0007",18,0.210187,0,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0008",22,0.199356,1,1,1,0,1,1,1,1,0,1,1,0,0
"gen16_0009",23,0.214504,1,1,1,1,1,1,0,1,0,1,1,0,0
"gen16_0010",17,0.210995,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0011",24,0.950787,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0012",22,0.68744,1,1,1,0,1,1,1,1,0,1,1,0,0
"gen16_0013",23,0.223231,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen16_0014",21,0.233807,1,1,1,0,1,1,1,1,0,1,1,0,0
"gen16_0015",18,0.206388,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen16_0016",17,0.210996,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0017",20,0.207376,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen16_0018",27,0.207379,1,1,1,1,1,1,0,0,1,1,1,0,0
"gen16_0019",22,0.199305,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0020",23,0.208087,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen16_0021",18,0.21933,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen16_0022",22,0.215929,1,1,1,0,1,1,1,1,0,1,1,0,0
"gen16_0023",24,0.217304,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0024",21,0.217362,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0025",22,0.210876,1,1,1,0,1,1,1,1,1,1,1,0,0
"gen16_0026",23,0.211088,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen16_0027",24,0.218342,1,1,1,0,1,1,1,1,0,1,1,0,0
"gen16_0028",22,0.203023,1,0,1,1,1,1,1,1,0,1,0,0,0
"gen16_0029",18,0.223283,1,1,1,1,1,1,0,1,0,1,1,0,0
"gen16_0030",22,0.210575,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0031",23,0.124597,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen16_0032",21,0.229609,1,1,1,0,1,1,1,1,0,0,1,1,0
"gen16_0033",18,0.210408,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0034",18,0.210536,0,1,1,1,1,1,1,1,0,1,1,0,1
"gen16_0035",22,0.214841,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0036",19,0.21042,0,1,1,1,1,1,1,0,0,0,1,0,0
"gen16_0037",19,0.220021,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0038",23,0.223812,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0039",20,0.212383,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen16_0040",19,0.213709,1,1,1,0,1,1,1,1,0,0,0,0,0
"gen16_0041",20,0.224923,1,1,1,0,1,1,1,1,0,0,1,1,0
"gen16_0042",18,0.21988,1,0,1,1,0,1,1,1,0,1,1,0,0
"gen16_0043",23,0.215487,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0044",23,0.222248,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen16_0045",19,0.21439,1,1,1,1,1,1,1,0,0,1,1,0,0
"gen16_0046",21,0.211109,1,1,1,1,1,1,1,1,0,1,1,0,1
"gen16_0047",20,0.213206,1,1,1,1,1,0,1,1,0,1,1,0,0
"gen16_0048",19,0.212886,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen16_0049",22,0.78513,1,1,1,1,1,1,1,1,0,1,1,0,1
"gen16_0050",30,0.223201,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen16_0051",22,0.209059,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen16_0052",29,0.214405,1,1,1,1,1,1,1,1,0,0,1,0,1
"gen16_0053",24,0.224018,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen16_0054",22,0.21475,1,1,1,1,1,1,0,1,0,1,0,0,0
"gen16_0055",22,0.210763,1,1,1,0,1,1,1,1,0,1,1,0,0
"gen16_0056",17,0.19977,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0057",18,0.219152,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen16_0058",18,0.207398,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0059",25,0.212772,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0060",28,0.219266,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0061",23,0.226086,1,1,1,0,1,1,1,1,0,1,1,0,0
"gen16_0062",23,0.231392,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen16_0063",13,0.207064,1,1,1,1,1,1,1,1,0,1,1,1,0
"gen16_0064",21,0.21056,1,1,1,1,1,1,1,1,0,1,1,0,0
