"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen1_0001",29,0.22734,1,0,1,1,1,1,1,1,1,0,0,0,1
"gen1_0002",26,0.340106,1,1,0,1,1,1,1,1,0,1,1,0,1
"gen1_0003",4,0.266265,1,1,1,1,1,0,1,1,0,0,1,0,0
"gen1_0004",28,0.13647,0,1,1,0,1,0,1,1,1,0,1,1,0
"gen1_0005",5,0.793853,0,0,0,1,1,1,1,1,1,1,0,0,0
"gen1_0006",18,0.490148,0,0,1,1,0,1,1,1,0,1,1,1,0
"gen1_0007",13,0.327342,0,1,1,1,0,0,1,1,0,0,1,0,1
"gen1_0008",6,0.189728,1,0,0,1,0,0,1,1,0,0,1,1,0
"gen1_0009",3,0.554864,1,1,0,1,1,0,1,1,0,1,0,0,0
"gen1_0010",3,0.402624,1,0,0,0,1,0,1,1,1,1,0,0,1
"gen1_0011",16,0.97954,1,1,1,1,1,1,1,0,1,1,0,1,0
"gen1_0012",7,0.520648,0,1,1,0,0,0,1,0,1,1,1,1,0
"gen1_0013",9,0.6873,1,1,0,1,0,1,1,0,0,1,1,0,0
"gen1_0014",23,0.996434,1,1,1,1,0,1,1,0,1,0,1,0,0
"gen1_0015",14,0.148669,1,1,0,0,1,1,1,0,1,0,0,1,0
"gen1_0016",2,0.749176,0,0,1,0,1,0,1,1,0,1,1,0,1
"gen1_0017",14,0.978392,1,1,0,1,1,1,1,0,1,0,1,1,0
"gen1_0018",23,0.166711,1,1,1,0,0,1,1,0,1,0,0,0,0
"gen1_0019",19,0.148932,1,1,0,1,1,1,1,0,0,1,1,1,1
"gen1_0020",21,0.339843,1,1,0,0,1,1,1,1,1,0,0,0,0
"gen1_0021",24,0.763968,0,1,0,0,1,1,1,1,1,0,1,0,0
"gen1_0022",9,0.166355,0,0,1,1,1,0,1,1,1,1,0,1,0
"gen1_0023",4,0.634399,1,0,0,0,0,1,1,1,1,1,1,0,1
"gen1_0024",8,0.455525,1,1,0,1,1,0,1,0,0,1,0,0,0
"gen1_0025",8,0.535394,0,1,1,1,0,0,1,1,0,0,0,0,1
"gen1_0026",8,0.346812,1,1,0,1,1,0,1,1,0,1,1,0,0
"gen1_0027",3,0.322319,1,1,1,1,1,0,1,1,1,0,0,0,0
"gen1_0028",4,0.34657,1,0,0,0,1,0,1,1,0,1,1,0,1
"gen1_0029",25,0.397094,1,1,0,0,1,1,1,1,0,1,0,0,1
"gen1_0030",4,0.345636,1,0,0,1,1,0,1,1,1,1,1,0,1
"gen1_0031",10,0.227738,1,0,0,1,0,0,1,1,0,0,1,0,1
"gen1_0032",22,0.302096,1,1,0,1,1,1,1,1,0,1,1,1,0
"gen1_0033",17,0.842801,0,0,1,1,1,1,1,1,1,0,0,0,1
"gen1_0034",17,0.178392,1,0,0,1,1,1,1,1,1,1,0,0,0
"gen1_0035",8,0.665866,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen1_0036",11,0.276656,1,0,0,0,1,1,1,0,1,0,0,0,0
"gen1_0037",16,0.826761,1,1,0,1,1,1,1,0,1,0,0,1,0
"gen1_0038",14,0.301448,1,1,1,0,1,1,1,0,1,1,0,1,0
"gen1_0039",5,0.721925,0,0,0,1,1,0,1,1,0,1,1,0,0
"gen1_0040",6,0.261656,1,0,0,1,0,1,1,1,1,0,0,1,0
"gen1_0041",15,0.842534,1,0,0,1,0,0,1,1,0,1,1,1,0
"gen1_0042",7,0.326734,1,1,1,1,1,1,1,0,1,0,0,1,0
"gen1_0043",13,0.666108,1,1,0,0,0,1,1,0,0,0,1,1,0
"gen1_0044",10,0.169861,1,1,0,1,1,1,1,0,1,1,0,0,0
"gen1_0045",8,0.734154,1,1,1,1,0,1,1,0,0,1,1,0,1
"gen1_0046",3,0.702322,0,0,0,0,1,0,1,1,0,1,1,0,0
"gen1_0047",21,0.372944,1,1,1,1,1,1,1,0,0,1,1,1,1
"gen1_0048",12,0.48781,0,1,0,0,0,0,1,1,1,1,1,0,0
"gen1_0049",4,0.536228,0,1,1,0,1,0,1,0,1,1,1,1,0
"gen1_0050",5,0.733596,0,0,1,0,0,0,1,1,0,1,1,0,1
"gen1_0051",15,0.999844,1,1,0,0,1,1,1,0,1,0,0,1,0
"gen1_0052",15,0.128365,1,1,1,1,1,1,1,0,1,1,0,1,0
"gen1_0053",7,0.341644,0,1,1,0,0,0,1,1,0,0,1,0,1
"gen1_0054",13,0.506346,0,1,1,1,0,0,1,0,1,1,1,1,0
"gen1_0055",3,0.71241,0,1,1,1,1,0,1,1,0,1,1,0,1
"gen1_0056",12,0.364108,0,0,1,0,0,0,1,1,0,0,1,0,1
"gen1_0057",21,0.131585,0,0,1,0,1,0,1,1,0,0,1,1,1
"gen1_0058",9,0.754061,0,1,1,0,1,0,1,1,1,1,1,0,0
"gen1_0059",8,0.740844,0,0,0,1,0,1,1,0,1,1,1,0,0
"gen1_0060",6,0.740309,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen1_0061",3,0.361164,1,0,0,0,1,0,1,1,0,1,1,0,1
"gen1_0062",13,0.368802,0,1,1,1,0,0,1,1,1,0,0,0,1
"gen1_0063",6,0.408555,1,1,0,1,1,0,1,1,1,1,1,0,1
"gen1_0064",23,0.334175,1,0,0,0,1,1,1,1,0,1,0,0,1
